max_iter,duration
1,32.69804763793945
6,148.1227791786194
11,273.13158736228945
16,381.9102019071579
21,517.4226689338684
26,646.8190540552139
31,764.1745716333389
36,866.7076930522919
41,1013.4472144842148
46,1108.94033203125
