max_iter,duration
1,32.31003143787384
6,148.8232025384903
11,259.87367579936983
16,388.48122718334196
21,533.6542994022369
26,627.540093612671
31,702.2909993886948
36,824.0047555446624
41,926.0397346973419
46,1060.5706946611404
