gamma,duration
0.1,179.41113018989563
0.2,238.18798351287842
0.30000000000000004,204.3728756904602
0.4,225.69989562034607
0.5,187.57794713974
0.6,216.90539646148682
0.7000000000000001,238.02150583267212
0.8,225.63251042366028
0.9,224.17812514305115
1.0,213.02668714523315
0.1,228.14369797706604
0.2,215.90778636932373
0.30000000000000004,224.29556226730347
0.4,213.72609615325928
0.5,179.71892642974854
0.6,185.06808161735535
0.7000000000000001,190.44443106651306
0.8,209.09718894958496
0.9,201.9460620880127
1.0,205.19789481163025
0.1,186.48588252067566
0.2,198.5141885280609
0.30000000000000004,208.94897627830505
0.4,213.60880517959595
0.5,213.20833468437195
0.6,207.88300347328186
0.7000000000000001,207.14249110221863
0.8,211.34749126434326
0.9,219.7213225364685
1.0,183.58020877838135
0.1,196.4681360721588
0.2,216.6182096004486
0.30000000000000004,211.36605763435364
0.4,257.7204327583313
0.5,212.53448152542114
0.6,208.3654932975769
0.7000000000000001,216.12861108779907
0.8,213.26714873313904
0.9,212.00505781173706
1.0,201.73718547821045
0.1,216.3205108642578
0.2,218.13474225997925
0.30000000000000004,208.40681266784668
0.4,208.876806974411
0.5,210.77997970581055
0.6,213.56811571121216
0.7000000000000001,209.75544333457947
0.8,213.27590942382812
0.9,192.54187273979187
1.0,206.7648994922638
0.1,193.19185638427734
0.2,208.14962148666382
0.30000000000000004,211.7272891998291
0.4,193.9787414073944
0.5,199.60328936576843
0.6,222.95621538162231
0.7000000000000001,222.41062140464783
0.8,214.7310495376587
0.9,185.03050661087036
1.0,205.10923218727112
0.1,202.94357538223267
0.2,217.47269105911255
0.30000000000000004,213.3819601535797
0.4,231.49710083007812
0.5,214.15896558761597
0.6,201.2975149154663
0.7000000000000001,197.14851212501526
0.8,187.1175138950348
0.9,201.92974638938904
1.0,195.40787839889526
0.1,217.9215247631073
0.2,200.4627823829651
0.30000000000000004,232.05285120010376
0.4,213.59907174110413
0.5,204.31072664260864
0.6,212.04161143302917
0.7000000000000001,195.4117968082428
0.8,216.9456946849823
0.9,213.28851342201233
1.0,193.6473355293274
0.1,206.97785329818726
0.2,202.331472158432
0.30000000000000004,218.954927444458
0.4,222.92641067504883
0.5,194.6495087146759
0.6,213.40752458572388
0.7000000000000001,284.4860496520996
0.8,217.44016528129578
0.9,202.42301392555237
1.0,225.5111598968506
0.1,217.7766878604889
0.2,214.29536128044128
0.30000000000000004,225.10801482200623
0.4,229.70868587493896
0.5,234.28727889060974
0.6,223.29559516906738
0.7000000000000001,220.7484142780304
0.8,209.47498440742493
0.9,188.4804790019989
1.0,132.37242484092712
0.1,129.42206811904907
0.2,131.75605988502502
0.30000000000000004,129.35888051986694
0.4,121.63268113136292
0.5,126.89873051643372
0.6,127.43638753890991
0.7000000000000001,128.08095407485962
0.8,128.17386484146118
0.9,129.5944595336914
1.0,129.83802247047424
0.1,124.63871192932129
0.2,132.48627400398254
0.30000000000000004,131.3427028656006
0.4,132.20962715148926
0.5,126.49232006072998
0.6,130.6963415145874
0.7000000000000001,131.99388575553894
0.8,131.7524881362915
0.9,134.2858624458313
1.0,126.2476634979248
0.1,129.7441120147705
0.2,128.24845170974731
0.30000000000000004,131.2163999080658
0.4,132.27757167816162
0.5,124.94862794876099
0.6,135.57499051094055
0.7000000000000001,127.92214369773865
0.8,131.8936412334442
0.9,131.55609440803528
1.0,138.6801347732544
0.1,158.83215832710266
0.2,151.7667145729065
0.30000000000000004,132.45932292938232
0.4,152.77552771568298
0.5,135.84778332710266
0.6,139.9201693534851
0.7000000000000001,135.02202892303467
0.8,131.95851278305054
0.9,138.46525979042053
1.0,142.00110983848572
0.1,134.7990779876709
0.2,132.12459063529968
0.30000000000000004,167.72592401504517
0.4,164.1245138645172
0.5,161.0801932811737
0.6,169.8077461719513
0.7000000000000001,148.67592430114746
0.8,155.14727663993835
0.9,156.02030277252197
1.0,139.62897062301636
0.1,165.26166033744812
0.2,216.02076148986816
0.30000000000000004,162.61423778533936
0.4,162.6151158809662
0.5,156.7365174293518
0.6,159.47381114959717
0.7000000000000001,147.46194577217102
0.8,125.9041805267334
0.9,141.3321511745453
1.0,183.70503187179565
0.1,145.87064480781555
0.2,125.97674322128296
0.30000000000000004,145.45353770256042
0.4,124.45005369186401
0.5,144.57769966125488
0.6,133.71030259132385
0.7000000000000001,137.79044270515442
0.8,147.78139567375183
0.9,138.1209592819214
1.0,130.23391127586365
0.1,147.19987750053406
0.2,130.34999561309814
0.30000000000000004,123.90708065032959
0.4,130.56782913208008
0.5,152.48488879203796
0.6,149.83808088302612
0.7000000000000001,134.4023241996765
0.8,144.2079644203186
0.9,142.11257410049438
1.0,136.339204788208
0.1,143.60610151290894
0.2,132.6396701335907
0.30000000000000004,143.28968596458435
0.4,146.9813747406006
0.5,148.93155026435852
0.6,140.30556511878967
0.7000000000000001,143.41442131996155
0.8,148.5283019542694
0.9,170.08966088294983
1.0,141.319575548172
0.1,125.85098695755005
0.2,108.4210274219513
0.30000000000000004,106.32686448097229
0.4,99.72141909599304
0.5,99.46566677093506
0.6,100.80418515205383
0.7000000000000001,99.55483198165894
0.8,80.00833773612976
0.9,81.40619158744812
1.0,84.7306489944458
