max_iter,best_fitness
1,0.9381578947368421
6,0.95
11,0.9526315789473683
16,0.9605263157894737
21,0.9592105263157894
26,0.9644736842105264
31,0.9618421052631578
36,0.9657894736842104
41,0.9605263157894737
46,0.9644736842105264
