max_iter,best_fitness
1,0.9421052631578947
6,0.9552631578947368
11,0.9526315789473683
16,0.9592105263157894
21,0.9592105263157894
26,0.9592105263157894
31,0.9605263157894737
36,0.9631578947368421
41,0.9631578947368421
46,0.9657894736842106
