alpha,best_fitness
0.1,0.9605263157894737
0.2,0.9736842105263158
0.3,0.9736842105263158
0.4,0.9605263157894737
0.5,0.9605263157894737
0.6,0.9736842105263158
0.7,0.9736842105263158
0.8,0.9736842105263158
0.9,0.9605263157894737
0.1,0.9605263157894737
0.2,0.9736842105263158
0.3,0.9605263157894737
0.4,0.9605263157894737
0.5,0.9605263157894737
0.6,0.9605263157894737
0.7,0.9605263157894737
0.8,0.9605263157894737
0.9,0.9736842105263158
0.1,0.9473684210526315
0.2,0.9605263157894737
0.3,0.9605263157894737
0.4,0.9605263157894737
0.5,0.9605263157894737
0.6,0.9473684210526315
0.7,0.9736842105263158
0.8,0.9605263157894737
0.9,0.9605263157894737
0.1,0.9342105263157895
0.2,0.9605263157894737
0.3,0.9605263157894737
0.4,0.9605263157894737
0.5,0.9736842105263158
0.6,0.9605263157894737
0.7,0.9605263157894737
0.8,0.9605263157894737
0.9,0.9736842105263158
0.1,0.9605263157894737
0.2,0.9473684210526315
0.3,0.9605263157894737
0.4,0.9605263157894737
0.5,0.9605263157894737
0.6,0.9736842105263158
0.7,0.9473684210526315
0.8,0.9736842105263158
0.9,0.9736842105263158
0.1,0.9473684210526315
0.2,0.9605263157894737
0.3,0.9605263157894737
0.4,0.9736842105263158
0.5,0.9473684210526315
0.6,0.9605263157894737
0.7,0.9605263157894737
0.8,0.9605263157894737
0.9,0.9605263157894737
0.1,0.9736842105263158
0.2,0.9473684210526315
0.3,0.9473684210526315
0.4,0.9473684210526315
0.5,0.9473684210526315
0.6,0.9605263157894737
0.7,0.9736842105263158
0.8,0.9605263157894737
0.9,0.9736842105263158
0.1,0.9605263157894737
0.2,0.9473684210526315
0.3,0.9605263157894737
0.4,0.9736842105263158
0.5,0.9605263157894737
0.6,0.9736842105263158
0.7,0.9605263157894737
0.8,0.9605263157894737
0.9,0.9473684210526315
0.1,0.9605263157894737
0.2,0.9605263157894737
0.3,0.9736842105263158
0.4,0.9605263157894737
0.5,0.9736842105263158
0.6,0.9473684210526315
0.7,0.9473684210526315
0.8,0.9605263157894737
0.9,0.9736842105263158
0.1,0.9605263157894737
0.2,0.9736842105263158
0.3,0.9605263157894737
0.4,0.9605263157894737
0.5,0.9736842105263158
0.6,0.9605263157894737
0.7,0.9473684210526315
0.8,0.9473684210526315
0.9,0.9605263157894737
0.1,0.9736842105263158
0.2,0.9736842105263158
0.3,0.9605263157894737
0.4,0.9605263157894737
0.5,0.9605263157894737
0.6,0.9473684210526315
0.7,0.9736842105263158
0.8,0.9605263157894737
0.9,0.9736842105263158
0.1,0.9473684210526315
0.2,0.9473684210526315
0.3,0.9605263157894737
0.4,0.9736842105263158
0.5,0.9605263157894737
0.6,0.9605263157894737
0.7,0.9605263157894737
0.8,0.9605263157894737
0.9,0.9605263157894737
0.1,0.9605263157894737
0.2,0.9605263157894737
0.3,0.9605263157894737
0.4,0.9736842105263158
0.5,0.9605263157894737
0.6,0.9473684210526315
0.7,0.9473684210526315
0.8,0.9605263157894737
0.9,0.9605263157894737
0.1,0.9605263157894737
0.2,0.9605263157894737
0.3,0.9605263157894737
0.4,0.9605263157894737
0.5,0.9473684210526315
0.6,0.9605263157894737
0.7,0.9605263157894737
0.8,0.9473684210526315
0.9,0.9605263157894737
0.1,0.9473684210526315
0.2,0.9605263157894737
0.3,0.9605263157894737
0.4,0.9473684210526315
0.5,0.9473684210526315
0.6,0.9473684210526315
0.7,0.9605263157894737
0.8,0.9736842105263158
0.9,0.9605263157894737
0.1,0.9605263157894737
0.2,0.9605263157894737
0.3,0.9605263157894737
0.4,0.9605263157894737
0.5,0.9605263157894737
0.6,0.9605263157894737
0.7,0.9736842105263158
0.8,0.9473684210526315
0.9,0.9605263157894737
0.1,0.9605263157894737
0.2,0.9605263157894737
0.3,0.9605263157894737
0.4,0.9605263157894737
0.5,0.9605263157894737
0.6,0.9473684210526315
0.7,0.9736842105263158
0.8,0.9605263157894737
0.9,0.9473684210526315
0.1,0.9605263157894737
0.2,0.9473684210526315
0.3,0.9605263157894737
0.4,0.9736842105263158
0.5,0.9736842105263158
0.6,0.9605263157894737
0.7,0.9605263157894737
0.8,0.9605263157894737
0.9,0.9605263157894737
0.1,0.9605263157894737
0.2,0.9605263157894737
0.3,0.9605263157894737
0.4,0.9473684210526315
0.5,0.9736842105263158
0.6,0.9868421052631579
0.7,0.9736842105263158
0.8,0.9605263157894737
0.9,0.9605263157894737
0.1,0.9605263157894737
0.2,0.9736842105263158
0.3,0.9605263157894737
0.4,0.9736842105263158
0.5,0.9605263157894737
0.6,0.9736842105263158
0.7,0.9473684210526315
0.8,0.9605263157894737
0.9,0.9605263157894737
