alpha,duration
0.1,308.08706974983215
0.2,313.1820490479469
0.3,316.86167536973954
0.4,311.62910226583483
0.5,306.49491822719574
0.6,303.4185666203499
0.7,301.18383717536926
0.8,294.5882966518402
0.9,284.48787150383
