alpha,duration
0.1,112.95611572265625
0.30000000000000004,116.6660418510437
0.5000000000000001,118.35773706436157
0.7000000000000001,104.804270029068
0.9000000000000001,104.09535217285156
0.1,108.24758124351501
0.30000000000000004,102.08290457725525
0.5000000000000001,91.23924803733826
0.7000000000000001,93.70235776901245
0.9000000000000001,88.25207710266113
0.1,89.74883270263672
0.30000000000000004,90.4578926563263
0.5000000000000001,93.6016480922699
0.7000000000000001,89.21898531913757
0.9000000000000001,86.59108090400696
0.1,89.85011768341064
0.30000000000000004,87.4148199558258
0.5000000000000001,85.6106379032135
0.7000000000000001,83.61616683006287
0.9000000000000001,87.49518966674805
0.1,84.14393138885498
0.30000000000000004,88.4337100982666
0.5000000000000001,83.34715390205383
0.7000000000000001,87.2132830619812
0.9000000000000001,86.21094489097595
0.1,87.08621263504028
0.30000000000000004,88.40284943580627
0.5000000000000001,87.47547721862793
0.7000000000000001,90.1048231124878
0.9000000000000001,80.35965967178345
0.1,89.13422393798828
0.30000000000000004,89.89328098297119
0.5000000000000001,87.06873345375061
0.7000000000000001,89.44144463539124
0.9000000000000001,87.33315539360046
0.1,87.20997452735901
0.30000000000000004,86.24569416046143
0.5000000000000001,90.64988660812378
0.7000000000000001,90.57304096221924
0.9000000000000001,89.32055449485779
0.1,91.3200671672821
0.30000000000000004,95.5299961566925
0.5000000000000001,85.20443320274353
0.7000000000000001,101.64712500572205
0.9000000000000001,94.64454627037048
0.1,91.23746538162231
0.30000000000000004,88.70458030700684
0.5000000000000001,96.04826998710632
0.7000000000000001,95.57750225067139
0.9000000000000001,94.54137635231018
0.1,91.21652603149414
0.30000000000000004,97.31884336471558
0.5000000000000001,99.30102801322937
0.7000000000000001,93.81328201293945
0.9000000000000001,88.53368854522705
0.1,90.93283700942993
0.30000000000000004,91.02077531814575
0.5000000000000001,87.95421242713928
0.7000000000000001,87.45630478858948
0.9000000000000001,86.36819195747375
0.1,87.77744054794312
0.30000000000000004,93.0560417175293
0.5000000000000001,91.07862710952759
0.7000000000000001,84.67876744270325
0.9000000000000001,70.38567113876343
0.1,69.61166644096375
0.30000000000000004,70.5106451511383
0.5000000000000001,70.40630865097046
0.7000000000000001,70.84751200675964
0.9000000000000001,70.66761875152588
0.1,71.55997014045715
0.30000000000000004,69.38918972015381
0.5000000000000001,77.14815139770508
0.7000000000000001,74.7650887966156
0.9000000000000001,69.62675547599792
0.1,71.5792989730835
0.30000000000000004,68.6534686088562
0.5000000000000001,73.54039168357849
0.7000000000000001,67.4409294128418
0.9000000000000001,69.97326707839966
0.1,71.58078956604004
0.30000000000000004,70.96865010261536
0.5000000000000001,70.48374366760254
0.7000000000000001,70.3744866847992
0.9000000000000001,71.24975967407227
0.1,79.38670825958252
0.30000000000000004,93.35125660896301
0.5000000000000001,92.18606233596802
0.7000000000000001,94.84701657295227
0.9000000000000001,86.43609404563904
0.1,94.63784909248352
0.30000000000000004,87.19313955307007
0.5000000000000001,86.05003714561462
0.7000000000000001,89.02544093132019
0.9000000000000001,82.34675002098083
0.1,90.92744064331055
0.30000000000000004,91.36843228340149
0.5000000000000001,88.42818331718445
0.7000000000000001,88.77248311042786
0.9000000000000001,85.02036476135254
