gamma,duration
0.1,199.27803468704224
0.30000000000000004,234.76791834831238
0.5000000000000001,238.24252271652222
0.7000000000000001,218.69926977157593
0.9000000000000001,199.0042290687561
1.1000000000000003,199.4952073097229
1.3000000000000003,236.670095205307
1.5000000000000004,197.5582299232483
1.7000000000000004,212.2703092098236
1.9000000000000004,232.60486555099487
0.1,231.43684315681458
0.30000000000000004,213.4321117401123
0.5000000000000001,201.15859127044678
0.7000000000000001,205.35733151435852
0.9000000000000001,179.29124546051025
1.1000000000000003,194.63059258460999
1.3000000000000003,189.58111476898193
1.5000000000000004,194.37016081809998
1.7000000000000004,205.13104963302612
1.9000000000000004,200.53431344032288
0.1,198.83868956565857
0.30000000000000004,207.2861590385437
0.5000000000000001,210.03677701950073
0.7000000000000001,207.9916911125183
0.9000000000000001,204.4291229248047
1.1000000000000003,203.03859519958496
1.3000000000000003,199.20995950698853
1.5000000000000004,203.75866842269897
1.7000000000000004,213.22452425956726
1.9000000000000004,207.68775153160095
0.1,203.73969507217407
0.30000000000000004,220.03737998008728
0.5000000000000001,199.85628247261047
0.7000000000000001,234.0042269229889
0.9000000000000001,207.54907059669495
1.1000000000000003,212.29902291297913
1.3000000000000003,211.44826745986938
1.5000000000000004,212.68458676338196
1.7000000000000004,210.36125683784485
1.9000000000000004,183.35048055648804
0.1,203.25580954551697
0.30000000000000004,205.84029603004456
0.5000000000000001,191.8816783428192
0.7000000000000001,208.396986246109
0.9000000000000001,212.31159496307373
1.1000000000000003,202.95928311347961
1.3000000000000003,199.46113395690918
1.5000000000000004,200.9802210330963
1.7000000000000004,186.71368789672852
1.9000000000000004,200.44576048851013
0.1,211.43557381629944
0.30000000000000004,207.76584720611572
0.5000000000000001,198.6518063545227
0.7000000000000001,215.47424936294556
0.9000000000000001,205.44578909873962
1.1000000000000003,196.46235418319702
1.3000000000000003,214.90130162239075
1.5000000000000004,215.7274875640869
1.7000000000000004,214.91473865509033
1.9000000000000004,209.22375893592834
0.1,202.6570680141449
0.30000000000000004,190.87029910087585
0.5000000000000001,201.03084182739258
0.7000000000000001,233.2499647140503
0.9000000000000001,200.79788732528687
1.1000000000000003,211.21889734268188
1.3000000000000003,178.4954731464386
1.5000000000000004,211.38091230392456
1.7000000000000004,191.29149913787842
1.9000000000000004,201.18647360801697
0.1,214.0027163028717
0.30000000000000004,220.49163460731506
0.5000000000000001,218.19288301467896
0.7000000000000001,212.856995344162
0.9000000000000001,205.0684154033661
1.1000000000000003,205.04549765586853
1.3000000000000003,196.2616684436798
1.5000000000000004,209.62406873703003
1.7000000000000004,207.52928519248962
1.9000000000000004,206.5379674434662
0.1,176.76718854904175
0.30000000000000004,209.90575885772705
0.5000000000000001,209.2892255783081
0.7000000000000001,202.17001795768738
0.9000000000000001,224.43383073806763
1.1000000000000003,212.29573678970337
1.3000000000000003,221.0567545890808
1.5000000000000004,285.11711406707764
1.7000000000000004,220.37772512435913
1.9000000000000004,260.20515608787537
0.1,250.78925442695618
0.30000000000000004,245.28481078147888
0.5000000000000001,242.78926491737366
0.7000000000000001,235.08876967430115
0.9000000000000001,249.14267826080322
1.1000000000000003,225.52403092384338
1.3000000000000003,251.7822642326355
1.5000000000000004,226.39910674095154
1.7000000000000004,199.3475775718689
1.9000000000000004,163.93651008605957
0.1,167.71880531311035
0.30000000000000004,166.8386697769165
0.5000000000000001,165.33354115486145
0.7000000000000001,162.84203386306763
0.9000000000000001,163.2307231426239
1.1000000000000003,153.70631408691406
1.3000000000000003,168.1912920475006
1.5000000000000004,160.47911643981934
1.7000000000000004,162.73795676231384
1.9000000000000004,166.4887080192566
0.1,149.54497838020325
0.30000000000000004,158.9361081123352
0.5000000000000001,166.44725799560547
0.7000000000000001,169.49556374549866
0.9000000000000001,166.00343942642212
1.1000000000000003,159.3973319530487
1.3000000000000003,156.87715077400208
1.5000000000000004,157.59348678588867
1.7000000000000004,161.1566514968872
1.9000000000000004,162.37920999526978
0.1,153.9825267791748
0.30000000000000004,171.1727864742279
0.5000000000000001,160.71272134780884
0.7000000000000001,173.6695384979248
0.9000000000000001,173.91936135292053
1.1000000000000003,167.84991240501404
1.3000000000000003,168.09494400024414
1.5000000000000004,159.51425218582153
1.7000000000000004,175.34084391593933
1.9000000000000004,175.18177485466003
0.1,196.06183433532715
0.30000000000000004,182.73022937774658
0.5000000000000001,189.19230556488037
0.7000000000000001,191.04191303253174
0.9000000000000001,199.0741355419159
1.1000000000000003,182.71920728683472
1.3000000000000003,195.05377554893494
1.5000000000000004,199.10092687606812
1.7000000000000004,173.58816957473755
1.9000000000000004,176.18780708312988
0.1,197.12801599502563
0.30000000000000004,220.38207364082336
0.5000000000000001,190.39207649230957
0.7000000000000001,195.37442207336426
0.9000000000000001,187.70304894447327
1.1000000000000003,171.83171558380127
1.3000000000000003,170.34294533729553
1.5000000000000004,181.59701895713806
1.7000000000000004,172.80689883232117
1.9000000000000004,137.35543823242188
0.1,144.6769208908081
0.30000000000000004,135.7720787525177
0.5000000000000001,137.65026712417603
0.7000000000000001,141.68705034255981
0.9000000000000001,126.47801494598389
1.1000000000000003,122.50811576843262
1.3000000000000003,134.87321496009827
1.5000000000000004,129.41191363334656
1.7000000000000004,145.51786398887634
1.9000000000000004,147.42060089111328
0.1,143.44846177101135
0.30000000000000004,139.78960824012756
0.5000000000000001,128.8381791114807
0.7000000000000001,151.0120666027069
0.9000000000000001,143.47117376327515
1.1000000000000003,144.62271237373352
1.3000000000000003,140.5303876399994
1.5000000000000004,146.6722948551178
1.7000000000000004,146.51809549331665
1.9000000000000004,131.65669798851013
0.1,135.07958006858826
0.30000000000000004,132.61878728866577
0.5000000000000001,145.33925652503967
0.7000000000000001,140.0534074306488
0.9000000000000001,132.33924388885498
1.1000000000000003,126.570237159729
1.3000000000000003,164.85931634902954
1.5000000000000004,188.9264051914215
1.7000000000000004,142.388507604599
1.9000000000000004,110.58586192131042
